,0,1,2,3,4,5,6,7,8,9
0,4.6015119552612305,4.087719440460205,0.475978285074234,1.4491546154022217,0.5449458360671997,1.6299149990081787,2.9233248233795166,3.4639945030212402,3.1592352390289307,3.36584210395813
1,,2.2601611614227295,1.6321831941604614,1.6729862689971924,1.6219345331192017,1.5369985103607178,0.5348958373069763,0.9385128617286682,2.7535452842712402,0.7751240134239197
2,5.448455333709717,1.725147008895874,2.072469711303711,0.5216859579086304,1.7426462173461914,3.7527878284454346,2.7017297744750977,0.5263209939002991,5.358312606811523,5.470417022705078
3,5.536240577697754,3.231621026992798,2.4637670516967773,0.4451500177383423,1.638753890991211,1.483288049697876,1.8153382539749146,0.6409116387367249,2.247584819793701,0.584953784942627
4,,3.3306078910827637,1.938705563545227,0.6776152849197388,0.5050680041313171,3.511868476867676,2.1011905670166016,3.8324408531188965,1.3342030048370361,2.147674798965454
5,,4.132333755493164,0.706807553768158,0.8852183818817139,1.4302659034729004,1.586638331413269,2.860438346862793,3.1263678073883057,1.67677903175354,0.5943055748939514
6,5.911295413970947,1.888808012008667,1.0944775342941284,3.113098382949829,0.8216473460197449,2.333618402481079,3.427090644836426,3.9227023124694824,3.6982085704803467,3.6267290115356445
7,,3.477426528930664,0.1498272716999054,1.6963785886764526,0.6951712965965271,2.729466676712036,0.5233310461044312,3.581483840942383,0.6281271576881409,0.6708223819732666
8,6.0741119384765625,3.8554282188415527,0.5453517436981201,1.6501367092132568,1.991323709487915,3.0374693870544434,1.0059648752212524,1.493823528289795,1.932739019393921,3.310152053833008
9,5.658354759216309,0.5153336524963379,0.512380838394165,1.965911626815796,2.280878782272339,0.3848385512828827,3.6165571212768555,1.2264128923416138,1.2944560050964355,0.553613543510437
